history,regime,condition,model_seed,model,context_hidden,message_hidden,context_parameters,message_parameters,best_epoch,train_nll_nats,validation_nll_nats,test_nll_nats,calibration_variance,test_rmse_standardized,test_coverage_50,test_coverage_80,test_coverage_95,gain_bits_per_action
0,peer_sensor,limb_loss_sensor_retained,41,with_message_shuffled,64,63,5057,5104,51,-0.8248032585919591,-0.7097791621605851,2.15115768762128,0.0889609083533287,0.7732942700386047,0.3924153645833333,0.6189127604166667,0.76875,
0,peer_sensor,limb_loss_sensor_retained,42,context_only,64,63,5057,5104,53,-0.7194608354751331,-0.617528102959743,0.5355992399579143,0.10698612034320831,0.594746470451355,0.63017578125,0.81572265625,0.8770833333333333,
0,peer_sensor,limb_loss_sensor_retained,42,with_message,64,63,5057,5104,80,-0.8209261840321527,-0.6308685497539332,0.01573377014530945,0.10416937619447708,0.4887552559375763,0.5354166666666667,0.79580078125,0.88271484375,0.7500073352280562
0,peer_sensor,limb_loss_sensor_retained,42,with_message_shuffled,64,63,5057,5104,80,-0.8209261840321527,-0.6308685497539332,0.09910601738313778,0.10416937619447708,0.5062127709388733,0.503515625,0.7653645833333333,0.8699869791666667,
0,peer_sensor,limb_loss_sensor_retained,43,context_only,64,63,5057,5104,24,-0.5510678730768618,-0.5545972048674012,0.5638907217624288,0.12133567780256271,0.6267062425613403,0.35638020833333334,0.6454427083333333,0.8407552083333333,
0,peer_sensor,limb_loss_sensor_retained,43,with_message,64,63,5057,5104,80,-0.8056197468332648,-0.6044700861492014,-0.5599649381998295,0.10981697589159012,0.34582048654556274,0.62099609375,0.8404947916666666,0.9267252604166667,1.6213809873025435
0,peer_sensor,limb_loss_sensor_retained,43,with_message_shuffled,64,63,5057,5104,80,-0.8056197468332648,-0.6044700861492014,-0.38469234575065286,0.10981697589159012,0.3976023495197296,0.5870768229166666,0.8129557291666667,0.9051432291666667,
0,peer_sensor,sensor_failure_only,41,context_only,64,63,5057,5104,25,-0.5679769684005688,-0.5133646416513185,-0.529217326872286,0.13176579773426056,0.3571947515010834,0.4984049479166667,0.8498372395833333,0.9568359375,
0,peer_sensor,sensor_failure_only,41,with_message,64,63,5057,5104,51,-0.8248032585919591,-0.7097791621605851,-0.6881728657576971,0.0889609083533287,0.30463936924934387,0.608203125,0.8354166666666667,0.9412434895833334,0.22932436767181544
0,peer_sensor,sensor_failure_only,41,with_message_shuffled,64,63,5057,5104,51,-0.8248032585919591,-0.7097791621605851,-0.4534662192535242,0.0889609083533287,0.366830438375473,0.5234375,0.7791015625,0.90712890625,
0,peer_sensor,sensor_failure_only,42,context_only,64,63,5057,5104,53,-0.7194608354751331,-0.617528102959743,-0.7465050004694417,0.10698612034320831,0.2817598879337311,0.6833333333333333,0.8849283854166666,0.9629231770833333,
0,peer_sensor,sensor_failure_only,42,with_message,64,63,5057,5104,80,-0.8209261840321527,-0.6308685497539332,-0.6981940612693175,0.10416937619447708,0.3002380132675171,0.5951171875,0.8716796875,0.9635091145833333,-0.0696979524047074
0,peer_sensor,sensor_failure_only,42,with_message_shuffled,64,63,5057,5104,80,-0.8209261840321527,-0.6308685497539332,-0.6949282794305655,0.10416937619447708,0.30136898159980774,0.5947916666666667,0.8666666666666667,0.9595052083333333,
0,peer_sensor,sensor_failure_only,43,context_only,64,63,5057,5104,24,-0.5510678730768618,-0.5545972048674012,-0.5332856701163752,0.12133567780256271,0.3556787371635437,0.44892578125,0.8017903645833333,0.9675130208333333,
0,peer_sensor,sensor_failure_only,43,with_message,64,63,5057,5104,80,-0.8056197468332648,-0.6044700861492014,-0.7431815147164953,0.10981697589159012,0.2816935181617737,0.6869466145833333,0.8932291666666666,0.9691080729166667,0.3028156941077938
