regime,seed,task,cc_gain,cc_mode,limb_condition,rms_path_error,late_path_error,late_heading_error,post_event_path_integral
capacity,9101,straight,0.1,stuck,L4 failure,1.1920553578208326,1.8573262993187591,0.6788155216445569,8.858386125477663
capacity,9101,straight,0.1,stuck,L4 slip,0.5261198106966118,0.7247539747119669,0.11187613214003533,3.848743191805069
capacity,9101,straight,0.2,always,intact,0.29288814883609327,0.22578932701473514,0.04678804816570353,1.5084974085408436
capacity,9101,straight,0.2,always,L4 failure,0.8927726580486017,1.375449325722824,0.21131862633201867,6.836303690862012
capacity,9101,straight,0.2,always,L4 slip,0.412512031224262,0.4941104753605977,0.02359230060228513,2.825378972040138
capacity,9101,straight,0.2,dropout,intact,0.30353813845583644,0.2666366045699897,0.017763174358168533,1.6729444931240451
capacity,9101,straight,0.2,dropout,L4 failure,1.1825946935003653,1.8290633873175566,0.7842898230016199,8.655597460611219
capacity,9101,straight,0.2,dropout,L4 slip,0.4870755958152202,0.6535159570060595,0.16386007242586303,3.466889852956581
capacity,9101,straight,0.2,intermittent,intact,0.36104459809570155,0.4024909235749359,0.012144107261169126,2.3337676711794906
capacity,9101,straight,0.2,intermittent,L4 failure,1.2127019410762891,1.8985864558145695,0.6187417046068546,9.067969861695278
capacity,9101,straight,0.2,intermittent,L4 slip,0.5665849344229417,0.7998575284645115,0.10918342720499918,4.201247769846943
capacity,9101,straight,0.2,delayed,intact,0.29601731779105883,0.2312327128352672,0.05389688782640493,1.5435269259979163
capacity,9101,straight,0.2,delayed,L4 failure,0.9231626502591709,1.4272965245701064,0.23097508194370137,7.062757244855337
capacity,9101,straight,0.2,delayed,L4 slip,0.42094682956707447,0.5100176078021061,0.02771768481416039,2.907546399995173
capacity,9101,straight,0.2,noisy,intact,0.2877566248621612,0.2139102431825426,0.03177256477352397,1.4380121286053626
capacity,9101,straight,0.2,noisy,L4 failure,0.8833664006317478,1.3588863232201966,0.23176027164351698,6.74331070089628
capacity,9101,straight,0.2,noisy,L4 slip,0.40619038135185037,0.4829046217833913,0.017365622949727093,2.7575584534901183
capacity,9101,straight,0.2,stuck,intact,0.2932291838154411,0.22751689226896143,0.06768205074398911,1.5154045186912788
capacity,9101,straight,0.2,stuck,L4 failure,1.00951723424028,1.559325929425404,0.5147534762331902,7.571696007887908
capacity,9101,straight,0.2,stuck,L4 slip,0.4212575585342937,0.5150688603725287,0.021385496115325323,2.9094588664509864
capacity,9101,straight,0.4,always,intact,0.28109099513604296,0.2076953479947663,0.0233345125120225,1.375090602394292
capacity,9101,straight,0.4,always,L4 failure,0.7152832389939385,1.0651131659682402,0.08646015310357687,5.494668620277203
capacity,9101,straight,0.4,always,L4 slip,0.3592005765128251,0.3803376847589416,0.02660330850743513,2.272437102246904
capacity,9101,straight,0.4,dropout,intact,0.2789616906419112,0.19882496381993917,0.013082100935335683,1.3383795540727843
capacity,9101,straight,0.4,dropout,L4 failure,1.0446805553688054,1.5991379833982935,0.7172735473432189,7.632496077944873
capacity,9101,straight,0.4,dropout,L4 slip,0.39429616652360183,0.46802467624512883,0.11812415123529232,2.6236073514077685
capacity,9101,straight,0.4,intermittent,intact,0.312243824588745,0.276946958593299,0.037382777797090636,1.7618224872368793
capacity,9101,straight,0.4,intermittent,L4 failure,1.024369456589394,1.5947242137969706,0.37824817033718494,7.777247409316224
capacity,9101,straight,0.4,intermittent,L4 slip,0.46885360459432013,0.6096806360785169,0.0274499909459892,3.3610843867793223
capacity,9101,straight,0.4,delayed,intact,0.2843320104966908,0.21693148775773477,0.030385848281780183,1.4189480655167563
capacity,9101,straight,0.4,delayed,L4 failure,0.7305441362902769,1.0926773912465229,0.10190903876213722,5.617762967264344
capacity,9101,straight,0.4,delayed,L4 slip,0.3612151363156674,0.3821401670615324,0.035626560130388105,2.2902118330226173
capacity,9101,straight,0.4,noisy,intact,0.28142664326847316,0.2040516517424173,0.026019086105000845,1.3600560539644868
capacity,9101,straight,0.4,noisy,L4 failure,0.7205067917838226,1.075047099858897,0.10165421349124064,5.514443674745529
capacity,9101,straight,0.4,noisy,L4 slip,0.36291645091742963,0.3898038693257872,0.00974658192260824,2.3026713724457992
capacity,9101,straight,0.4,stuck,intact,0.29156666237416823,0.24721180577502228,0.08317901746499237,1.533486457780524
capacity,9101,straight,0.4,stuck,L4 failure,0.8167991242181564,1.2376519176526783,0.3336872017013728,6.183575713617644
capacity,9101,straight,0.4,stuck,L4 slip,0.35959763495391933,0.38144838767851097,0.0427073095328158,2.276952091388069
capacity,9101,straight,1.0,always,intact,0.27384368177255475,0.18714511611089696,0.025879295810850116,1.2722677156823092
capacity,9101,straight,1.0,always,L4 failure,0.628163998031365,0.9029405347142712,0.04677790996006077,4.788018086655628
capacity,9101,straight,1.0,always,L4 slip,0.3455611295254714,0.3567950669070826,0.006609767047857073,2.1289576020558743
capacity,9101,straight,1.0,dropout,intact,0.27781964889618865,0.20355635434467328,0.0060289972489108185,1.3405261433072881
capacity,9101,straight,1.0,dropout,L4 failure,0.9370891853056178,1.4179972388375641,0.6676874881600391,6.842614305417093
