regime,seed,task,scenario,rms_path_error,late_path_error,late_heading_error,post_event_path_integral
sensor_comm,9102,s_rl,L4 slip only,0.8498028475173484,0.9786481406436304,0.2491978849058368,8.211643513787326
sensor_comm,9102,s_rl,L4 slip + CC dropout,0.8718038669444896,1.0330241029942535,0.12479524004188378,6.254766200364589
sensor_comm,9102,sine,CC dropout only,0.6646100365590777,0.7732582471097543,0.01747858411614083,4.459542134215444
sensor_comm,9102,sine,CC intermittent only,0.6657099774228259,0.777510064933945,0.026041072529815266,4.470027167921491
sensor_comm,9102,sine,L4 loss only,1.3346463857731479,2.000789308486033,0.28202271189620076,11.820953624653034
sensor_comm,9102,sine,L4 loss + CC dropout,1.362899600866761,2.0478684691366436,0.49738579945207223,10.45708128817601
sensor_comm,9102,sine,L4 slip only,0.8227310981260583,1.0698952634303043,0.057731477304691234,7.872388358720464
sensor_comm,9102,sine,L4 slip + CC dropout,0.8285503595555054,1.0822405332967313,0.11657554372430771,5.973382806673238
sensor_comm,9102,chirp,CC dropout only,0.7211843483014786,0.8880693651462407,0.036558415139575307,5.054817299974459
sensor_comm,9102,chirp,CC intermittent only,0.7217764831791806,0.8920995412536243,0.026224808776206178,5.065619320538828
sensor_comm,9102,chirp,L4 loss only,1.3970107612448834,2.104039196337849,0.23742336355156315,12.365636715469535
sensor_comm,9102,chirp,L4 loss + CC dropout,1.4549584406922718,2.2014668917112195,0.5233557650846292,11.205362280464911
sensor_comm,9102,chirp,L4 slip only,0.8921358524338686,1.1910810435782155,0.03160318545040443,8.538289756825405
sensor_comm,9102,chirp,L4 slip + CC dropout,0.9240606226759104,1.2564710161588284,0.1501845585316713,6.857551030829935
sensor_comm,9103,straight,CC dropout only,0.44356720648981496,0.5500395440907492,0.08714743510368554,3.063444051979028
sensor_comm,9103,straight,CC intermittent only,0.46713377488221197,0.5986152301663383,0.07400591186495238,3.291320556159225
sensor_comm,9103,straight,L4 loss only,1.2017850782828554,1.854224694370942,0.214851996895206,10.482501084826545
sensor_comm,9103,straight,L4 loss + CC dropout,1.2398899157854115,1.9153736255260312,0.44138656687204286,9.645307349669423
sensor_comm,9103,straight,L4 slip only,0.6953659873039431,0.9817109963847208,0.06585458326425112,6.568919586071326
sensor_comm,9103,straight,L4 slip + CC dropout,0.727161344442416,1.0415315858923992,0.19020349705843953,5.513416066983505
sensor_comm,9103,s_lr,CC dropout only,0.6258436814799057,0.70402122966973,0.07455193364838716,4.541908355103155
sensor_comm,9103,s_lr,CC intermittent only,0.6662320109060172,0.7808572692346456,0.043835170022795286,4.933677156516584
sensor_comm,9103,s_lr,L4 loss only,1.2892621180064034,1.8917140447118903,0.10798699088197869,11.789892821457995
