regime,seed,split,task,condition,limb,retained_strength,loss,excess_loss
capacity,9105,ID,left,L4,4,0.0,0.23497356033175565,0.21512440549605988
capacity,9105,ID,right,intact,0,1.0,0.017833093405977544,0.0
capacity,9105,ID,right,L1,1,0.5,0.029722066383809937,0.011888972977832393
capacity,9105,ID,right,L1,1,0.0,0.07697556516545856,0.059142471759481015
capacity,9105,ID,right,L2,2,0.5,0.016367020291752167,-0.0014660731142253774
capacity,9105,ID,right,L2,2,0.0,0.04225682946097071,0.024423736054993164
capacity,9105,ID,right,L3,3,0.5,0.042987416827685615,0.02515432342170807
capacity,9105,ID,right,L3,3,0.0,0.19116357575524304,0.17333048234926549
capacity,9105,ID,right,L4,4,0.5,0.02171075901418326,0.003877665608205714
capacity,9105,ID,right,L4,4,0.0,0.11029953175689348,0.09246643835091595
capacity,9105,OOS,s_lr,intact,0,1.0,0.016927057464358606,0.0
capacity,9105,OOS,s_lr,L1,1,0.5,0.020421098913206842,0.003494041448848236
capacity,9105,OOS,s_lr,L1,1,0.0,0.04660827745483516,0.029681219990476553
capacity,9105,OOS,s_lr,L2,2,0.5,0.022933163528942223,0.006006106064583617
capacity,9105,OOS,s_lr,L2,2,0.0,0.06621795637237604,0.04929089890801744
capacity,9105,OOS,s_lr,L3,3,0.5,0.0336198728962979,0.016692815431939293
capacity,9105,OOS,s_lr,L3,3,0.0,0.2055050784757147,0.1885780210113561
capacity,9105,OOS,s_lr,L4,4,0.5,0.03347126900776346,0.016544211543404855
capacity,9105,OOS,s_lr,L4,4,0.0,0.1414510481986237,0.1245239907342651
capacity,9105,OOS,s_rl,intact,0,1.0,0.016580519764063203,0.0
capacity,9105,OOS,s_rl,L1,1,0.5,0.021432688349313805,0.004852168585250602
capacity,9105,OOS,s_rl,L1,1,0.0,0.04756041852416942,0.03097989876010622
capacity,9105,OOS,s_rl,L2,2,0.5,0.019801069895122505,0.0032205501310593014
capacity,9105,OOS,s_rl,L2,2,0.0,0.05455496341709425,0.03797444365303105
capacity,9105,OOS,s_rl,L3,3,0.5,0.035421674591404405,0.0188411548273412
capacity,9105,OOS,s_rl,L3,3,0.0,0.1951127140306699,0.17853219426660671
capacity,9105,OOS,s_rl,L4,4,0.5,0.03403486366936228,0.017454343905299076
capacity,9105,OOS,s_rl,L4,4,0.0,0.1897885985085205,0.17320807874445732
capacity,9105,OOS,sine,intact,0,1.0,0.011900529533815242,0.0
capacity,9105,OOS,sine,L1,1,0.5,0.015138764445322802,0.00323823491150756
capacity,9105,OOS,sine,L1,1,0.0,0.04021407918566998,0.028313549651854737
capacity,9105,OOS,sine,L2,2,0.5,0.018339328672334187,0.006438799138518945
capacity,9105,OOS,sine,L2,2,0.0,0.062336425885286914,0.05043589635147167
capacity,9105,OOS,sine,L3,3,0.5,0.02631463993971342,0.014414110405898177
capacity,9105,OOS,sine,L3,3,0.0,0.1764710416823158,0.16457051214850058
capacity,9105,OOS,sine,L4,4,0.5,0.03235140866543627,0.020450879131621025
capacity,9105,OOS,sine,L4,4,0.0,0.1690412567728385,0.15714072723902325
capacity,9105,OOS,chirp,intact,0,1.0,0.01732929656576621,0.0
capacity,9105,OOS,chirp,L1,1,0.5,0.01997649413517485,0.002647197569408642
capacity,9105,OOS,chirp,L1,1,0.0,0.04350444459879856,0.026175148033032353
capacity,9105,OOS,chirp,L2,2,0.5,0.02517569516009241,0.0078463985943262
capacity,9105,OOS,chirp,L2,2,0.0,0.07363406379100179,0.056304767225235586
capacity,9105,OOS,chirp,L3,3,0.5,0.032849217784110825,0.015519921218344616
capacity,9105,OOS,chirp,L3,3,0.0,0.18536994890111447,0.16804065233534826
capacity,9105,OOS,chirp,L4,4,0.5,0.039584117199861754,0.022254820634095545
capacity,9105,OOS,chirp,L4,4,0.0,0.16727515722135267,0.14994586065558646
capacity,9105,OOS,left,intact,0,1.0,0.054267812623156,0.0
capacity,9105,OOS,left,L1,1,0.5,0.05362226405086909,-0.0006455485722869081
capacity,9105,OOS,left,L1,1,0.0,0.06363184225850656,0.00936402963535056
capacity,9105,OOS,left,L2,2,0.5,0.07068234644090131,0.01641453381774531
capacity,9105,OOS,left,L2,2,0.0,0.13572270040446224,0.08145488778130625
capacity,9105,OOS,left,L3,3,0.5,0.07289563573646071,0.018627823113304715
capacity,9105,OOS,left,L3,3,0.0,0.3593451084451252,0.3050772958219692
capacity,9105,OOS,left,L4,4,0.5,0.12038546734750373,0.06611765472434773
capacity,9105,OOS,left,L4,4,0.0,0.43199165364851205,0.37772384102535606
capacity,9105,OOS,right,intact,0,1.0,0.04018609488331823,0.0
capacity,9105,OOS,right,L1,1,0.5,0.05312846525402422,0.012942370370705988
capacity,9105,OOS,right,L1,1,0.0,0.10327910852813632,0.06309301364481809
capacity,9105,OOS,right,L2,2,0.5,0.03003527426082738,-0.010150820622490848
capacity,9105,OOS,right,L2,2,0.0,0.036527055810338056,-0.0036590390729801733
capacity,9105,OOS,right,L3,3,0.5,0.0564993211809497,0.016313226297631468
capacity,9105,OOS,right,L3,3,0.0,0.13928326283156642,0.09909716794824819
capacity,9105,OOS,right,L4,4,0.5,0.031413855208725826,-0.008772239674592404
capacity,9105,OOS,right,L4,4,0.0,0.058150793229826234,0.017964698346508004
capacity,9106,ID,straight,intact,0,1.0,0.0028370398319010493,0.0
capacity,9106,ID,straight,L1,1,0.5,0.0226246557864295,0.01978761595452845
capacity,9106,ID,straight,L1,1,0.0,0.20440366816444674,0.20156662833254568
capacity,9106,ID,straight,L2,2,0.5,0.01659545334354412,0.01375841351164307
capacity,9106,ID,straight,L2,2,0.0,0.2165719487723288,0.21373490894042774
capacity,9106,ID,straight,L3,3,0.5,0.00807538858502769,0.005238348753126641
capacity,9106,ID,straight,L3,3,0.0,0.07667134114304983,0.07383430131114878
capacity,9106,ID,straight,L4,4,0.5,0.0070305812840528205,0.004193541452151771
capacity,9106,ID,straight,L4,4,0.0,0.048768412956534155,0.04593137312463311
capacity,9106,ID,left,intact,0,1.0,0.027757166727888426,0.0
capacity,9106,ID,left,L1,1,0.5,0.020940073075937534,-0.006817093651950892
capacity,9106,ID,left,L1,1,0.0,0.10672814493534039,0.07897097820745196
capacity,9106,ID,left,L2,2,0.5,0.0713551804710032,0.04359801374311477
capacity,9106,ID,left,L2,2,0.0,0.410176446718716,0.3824192799908276
capacity,9106,ID,left,L3,3,0.5,0.01834563901378092,-0.009411527714107505
capacity,9106,ID,left,L3,3,0.0,0.0865842264512407,0.05882705972335227
capacity,9106,ID,left,L4,4,0.5,0.03992957103193044,0.012172404304042015
capacity,9106,ID,left,L4,4,0.0,0.08568158932269923,0.0579244225948108
capacity,9106,ID,right,intact,0,1.0,0.027683606015959542,0.0
capacity,9106,ID,right,L1,1,0.5,0.0825602782761694,0.054876672260209855
capacity,9106,ID,right,L1,1,0.0,0.3781896240082892,0.35050601799232967
capacity,9106,ID,right,L2,2,0.5,0.024688601140143512,-0.00299500487581603
capacity,9106,ID,right,L2,2,0.0,0.12973264374968613,0.10204903773372659
capacity,9106,ID,right,L3,3,0.5,0.038397518948623324,0.010713912932663782
capacity,9106,ID,right,L3,3,0.0,0.09782500100156724,0.0701413949856077
capacity,9106,ID,right,L4,4,0.5,0.023172920282785798,-0.004510685733173744
capacity,9106,ID,right,L4,4,0.0,0.06053818116727486,0.03285457515131532
capacity,9106,OOS,s_lr,intact,0,1.0,0.026991408713671037,0.0
capacity,9106,OOS,s_lr,L1,1,0.5,0.05106051645845452,0.02406910774478348
capacity,9106,OOS,s_lr,L1,1,0.0,0.24144143606992485,0.21445002735625382
capacity,9106,OOS,s_lr,L2,2,0.5,0.044570476776870566,0.01757906806319953
capacity,9106,OOS,s_lr,L2,2,0.0,0.22285292997375655,0.19586152126008552
capacity,9106,OOS,s_lr,L3,3,0.5,0.03089066389026782,0.003899255176596783
capacity,9106,OOS,s_lr,L3,3,0.0,0.10222528625925412,0.07523387754558308
capacity,9106,OOS,s_lr,L4,4,0.5,0.03585344588645174,0.008862037172780706
capacity,9106,OOS,s_lr,L4,4,0.0,0.08221037346341972,0.05521896474974869
capacity,9106,OOS,s_rl,intact,0,1.0,0.0286197825343053,0.0
capacity,9106,OOS,s_rl,L1,1,0.5,0.04675744975258353,0.01813766721827823
capacity,9106,OOS,s_rl,L1,1,0.0,0.2196670234631065,0.19104724092880118
capacity,9106,OOS,s_rl,L2,2,0.5,0.04310803416645278,0.014488251632147477
capacity,9106,OOS,s_rl,L2,2,0.0,0.2844898854587712,0.2558701029244659
capacity,9106,OOS,s_rl,L3,3,0.5,0.030785360348833973,0.002165577814528672
capacity,9106,OOS,s_rl,L3,3,0.0,0.10010915205891657,0.07148936952461127
capacity,9106,OOS,s_rl,L4,4,0.5,0.03185189541350068,0.003232112879195382
capacity,9106,OOS,s_rl,L4,4,0.0,0.07466459137797532,0.046044808843670015
capacity,9106,OOS,sine,intact,0,1.0,0.019247685554167834,0.0
capacity,9106,OOS,sine,L1,1,0.5,0.04025501752742917,0.021007331973261333
capacity,9106,OOS,sine,L1,1,0.0,0.22844699425931864,0.2091993087051508
capacity,9106,OOS,sine,L2,2,0.5,0.04112741381258865,0.021879728258420817
capacity,9106,OOS,sine,L2,2,0.0,0.25788926027069337,0.23864157471652553
capacity,9106,OOS,sine,L3,3,0.5,0.02292576212916153,0.0036780765749936974
capacity,9106,OOS,sine,L3,3,0.0,0.08692197824549684,0.067674292691329
capacity,9106,OOS,sine,L4,4,0.5,0.030567114361193103,0.011319428807025269
capacity,9106,OOS,sine,L4,4,0.0,0.0839467204100171,0.06469903485584927
capacity,9106,OOS,chirp,intact,0,1.0,0.03256488203807468,0.0
capacity,9106,OOS,chirp,L1,1,0.5,0.04841426644409816,0.01584938440602348
capacity,9106,OOS,chirp,L1,1,0.0,0.22010651780916074,0.18754163577108607
capacity,9106,OOS,chirp,L2,2,0.5,0.056879290952323164,0.024314408914248485
capacity,9106,OOS,chirp,L2,2,0.0,0.26354941079732686,0.23098452875925218
capacity,9106,OOS,chirp,L3,3,0.5,0.036491793928285485,0.003926911890210806
capacity,9106,OOS,chirp,L3,3,0.0,0.09995337853388069,0.067388496495806
capacity,9106,OOS,chirp,L4,4,0.5,0.04629184253660901,0.013726960498534328
capacity,9106,OOS,chirp,L4,4,0.0,0.10066568682925509,0.06810080479118041
capacity,9106,OOS,left,intact,0,1.0,0.06099286374010507,0.0
capacity,9106,OOS,left,L1,1,0.5,0.057002755631455564,-0.003990108108649505
capacity,9106,OOS,left,L1,1,0.0,0.15368038561996214,0.09268752187985707
capacity,9106,OOS,left,L2,2,0.5,0.15022673189865626,0.0892338681585512
capacity,9106,OOS,left,L2,2,0.0,0.6828468872625924,0.6218540235224873
capacity,9106,OOS,left,L3,3,0.5,0.051616167490445806,-0.009376696249659262
capacity,9106,OOS,left,L3,3,0.0,0.1523419164756299,0.09134905273552482
capacity,9106,OOS,left,L4,4,0.5,0.0826838637580693,0.02169100001796423
capacity,9106,OOS,left,L4,4,0.0,0.13970896143327097,0.0787160976931659
capacity,9106,OOS,right,intact,0,1.0,0.055237313035690766,0.0
capacity,9106,OOS,right,L1,1,0.5,0.10558117050808824,0.050343857472397474
capacity,9106,OOS,right,L1,1,0.0,0.37737142029501747,0.3221341072593267
capacity,9106,OOS,right,L2,2,0.5,0.041443857146885574,-0.013793455888805192
capacity,9106,OOS,right,L2,2,0.0,0.07442327828828288,0.019185965252592113
capacity,9106,OOS,right,L3,3,0.5,0.06158231494794245,0.006345001912251687
capacity,9106,OOS,right,L3,3,0.0,0.09998120815269254,0.044743895117001775
capacity,9106,OOS,right,L4,4,0.5,0.036768801974378776,-0.01846851106131199
capacity,9106,OOS,right,L4,4,0.0,0.05761023966726606,0.0023729266315752964
act_comm,9101,ID,straight,intact,0,1.0,0.003273627695956854,0.0
act_comm,9101,ID,straight,L1,1,0.5,0.014984327294450695,0.011710699598493841
act_comm,9101,ID,straight,L1,1,0.0,0.06298138672268488,0.05970775902672803
act_comm,9101,ID,straight,L2,2,0.5,0.005391479427516414,0.00211785173155956
act_comm,9101,ID,straight,L2,2,0.0,0.03750966733924391,0.03423603964328705
act_comm,9101,ID,straight,L3,3,0.5,0.022682879340516025,0.019409251644559172
act_comm,9101,ID,straight,L3,3,0.0,0.11908740192180389,0.11581377422584704
act_comm,9101,ID,straight,L4,4,0.5,0.0033497222226848812,7.609452672802716e-05
act_comm,9101,ID,straight,L4,4,0.0,0.10016927973683111,0.09689565204087426
act_comm,9101,ID,left,intact,0,1.0,0.01752844852380042,0.0
act_comm,9101,ID,left,L1,1,0.5,0.046256266052104825,0.028727817528304403
act_comm,9101,ID,left,L1,1,0.0,0.12682157077315598,0.10929312224935556
act_comm,9101,ID,left,L2,2,0.5,0.021218293055085283,0.003689844531284861
act_comm,9101,ID,left,L2,2,0.0,0.04563690799851823,0.02810845947471781
act_comm,9101,ID,left,L3,3,0.5,0.029857104606719448,0.012328656082919026
act_comm,9101,ID,left,L3,3,0.0,0.0782283188713354,0.060699870347534976
act_comm,9101,ID,left,L4,4,0.5,0.025372469720597632,0.00784402119679721
act_comm,9101,ID,left,L4,4,0.0,0.20899349555770474,0.19146504703390432
act_comm,9101,ID,right,intact,0,1.0,0.024676929730998297,0.0
act_comm,9101,ID,right,L1,1,0.5,0.026827882264907718,0.0021509525339094213
act_comm,9101,ID,right,L1,1,0.0,0.04796232077886427,0.02328539104786597
act_comm,9101,ID,right,L2,2,0.5,0.0226448901496554,-0.002032039581342897
act_comm,9101,ID,right,L2,2,0.0,0.061939065012912,0.0372621352819137
act_comm,9101,ID,right,L3,3,0.5,0.04535130547513409,0.020674375744135796
act_comm,9101,ID,right,L3,3,0.0,0.19792842840988178,0.17325149867888348
act_comm,9101,ID,right,L4,4,0.5,0.020086595480202956,-0.004590334250795341
act_comm,9101,ID,right,L4,4,0.0,0.05926879432137512,0.034591864590376824
act_comm,9101,OOS,s_lr,intact,0,1.0,0.024581508636255665,0.0
act_comm,9101,OOS,s_lr,L1,1,0.5,0.04125156492505608,0.016670056288800413
act_comm,9101,OOS,s_lr,L1,1,0.0,0.09843147062217472,0.07384996198591906
act_comm,9101,OOS,s_lr,L2,2,0.5,0.02869620300344742,0.004114694367191755
act_comm,9101,OOS,s_lr,L2,2,0.0,0.06440884535383204,0.03982733671757638
act_comm,9101,OOS,s_lr,L3,3,0.5,0.03705204560958612,0.012470536973330459
act_comm,9101,OOS,s_lr,L3,3,0.0,0.13641937006936133,0.11183786143310567
act_comm,9101,OOS,s_lr,L4,4,0.5,0.025357345082509166,0.0007758364462535014
act_comm,9101,OOS,s_lr,L4,4,0.0,0.10797510530060145,0.08339359666434579
act_comm,9101,OOS,s_rl,intact,0,1.0,0.02633728110111906,0.0
act_comm,9101,OOS,s_rl,L1,1,0.5,0.04611170961221924,0.01977442851110018
act_comm,9101,OOS,s_rl,L1,1,0.0,0.10047316486372834,0.07413588376260928
act_comm,9101,OOS,s_rl,L2,2,0.5,0.025231993661171646,-0.0011052874399474152
act_comm,9101,OOS,s_rl,L2,2,0.0,0.054710987065381494,0.028373705964262433
act_comm,9101,OOS,s_rl,L3,3,0.5,0.04149189331184513,0.015154612210726066
act_comm,9101,OOS,s_rl,L3,3,0.0,0.13283903985852008,0.10650175875740102
act_comm,9101,OOS,s_rl,L4,4,0.5,0.024360457279574366,-0.001976823821544696
act_comm,9101,OOS,s_rl,L4,4,0.0,0.14141323990316693,0.11507595880204786
act_comm,9101,OOS,sine,intact,0,1.0,0.01821414983056008,0.0
act_comm,9101,OOS,sine,L1,1,0.5,0.02954455680863717,0.01133040697807709
act_comm,9101,OOS,sine,L1,1,0.0,0.07446688844685445,0.05625273861629437
act_comm,9101,OOS,sine,L2,2,0.5,0.021932540841683883,0.0037183910111238012
act_comm,9101,OOS,sine,L2,2,0.0,0.05933386959120587,0.041119719760645795
act_comm,9101,OOS,sine,L3,3,0.5,0.031789427016600806,0.013575277186040725
act_comm,9101,OOS,sine,L3,3,0.0,0.13337033318856306,0.11515618335800298
act_comm,9101,OOS,sine,L4,4,0.5,0.018472211910165428,0.0002580620796053465
act_comm,9101,OOS,sine,L4,4,0.0,0.11823179902497273,0.10001764919441265
act_comm,9101,OOS,chirp,intact,0,1.0,0.019891552563466548,0.0
act_comm,9101,OOS,chirp,L1,1,0.5,0.034883186088921575,0.014991633525455027
act_comm,9101,OOS,chirp,L1,1,0.0,0.0899015027308877,0.07000995016742116
act_comm,9101,OOS,chirp,L2,2,0.5,0.0269128847092799,0.007021332145813353
act_comm,9101,OOS,chirp,L2,2,0.0,0.06739555009130409,0.047503997527837544
act_comm,9101,OOS,chirp,L3,3,0.5,0.03562493224989488,0.015733379686428333
act_comm,9101,OOS,chirp,L3,3,0.0,0.13283634478788162,0.11294479222441507
act_comm,9101,OOS,chirp,L4,4,0.5,0.023233909999271822,0.0033423574358052745
act_comm,9101,OOS,chirp,L4,4,0.0,0.11845022821435557,0.09855867565088902
act_comm,9101,OOS,left,intact,0,1.0,0.054901615813214545,0.0
act_comm,9101,OOS,left,L1,1,0.5,0.10614509900999082,0.051243483196776275
act_comm,9101,OOS,left,L1,1,0.0,0.22374492000519752,0.16884330419198298
act_comm,9101,OOS,left,L2,2,0.5,0.06399416705990933,0.009092551246694787
act_comm,9101,OOS,left,L2,2,0.0,0.09224163452843709,0.037340018715222544
act_comm,9101,OOS,left,L3,3,0.5,0.073078542960939,0.01817692714772446
act_comm,9101,OOS,left,L3,3,0.0,0.13027581841670566,0.07537420260349112
act_comm,9101,OOS,left,L4,4,0.5,0.08062268736774043,0.02572107155452589
act_comm,9101,OOS,left,L4,4,0.0,0.4100274452310686,0.35512582941785403
act_comm,9101,OOS,right,intact,0,1.0,0.0637375408824061,0.0
act_comm,9101,OOS,right,L1,1,0.5,0.060587225722052565,-0.0031503151603535368
act_comm,9101,OOS,right,L1,1,0.0,0.06780562379167679,0.004068082909270687
act_comm,9101,OOS,right,L2,2,0.5,0.04800582335570412,-0.01573171752670198
act_comm,9101,OOS,right,L2,2,0.0,0.07560869153943593,0.01187115065702983
act_comm,9101,OOS,right,L3,3,0.5,0.06364440082639083,-9.314005601526731e-05
act_comm,9101,OOS,right,L3,3,0.0,0.19088927829000935,0.12715173740760324
act_comm,9101,OOS,right,L4,4,0.5,0.057849576720326285,-0.005887964162079817
act_comm,9101,OOS,right,L4,4,0.0,0.06047688601351693,-0.0032606548688891707
act_comm,9102,ID,straight,intact,0,1.0,0.0036348038094859893,0.0
act_comm,9102,ID,straight,L1,1,0.5,0.02927156903472142,0.025636765225235433
act_comm,9102,ID,straight,L1,1,0.0,0.1665970016079778,0.1629621977984918
act_comm,9102,ID,straight,L2,2,0.5,0.018880782598942856,0.015245978789456867
act_comm,9102,ID,straight,L2,2,0.0,0.09880032781672471,0.09516552400723872
act_comm,9102,ID,straight,L3,3,0.5,0.003952840871383033,0.00031803706189704323
act_comm,9102,ID,straight,L3,3,0.0,0.009229265104344346,0.005594461294858357
act_comm,9102,ID,straight,L4,4,0.5,0.014738539837907677,0.011103736028421688
act_comm,9102,ID,straight,L4,4,0.0,0.050998706565851044,0.04736390275636505
act_comm,9102,ID,left,intact,0,1.0,0.028784560583962865,0.0
act_comm,9102,ID,left,L1,1,0.5,0.023605750535901585,-0.00517881004806128
act_comm,9102,ID,left,L1,1,0.0,0.12429809672473292,0.09551353614077006
act_comm,9102,ID,left,L2,2,0.5,0.04289467114097795,0.014110110557015082
act_comm,9102,ID,left,L2,2,0.0,0.10091498831948714,0.07213042773552428
act_comm,9102,ID,left,L3,3,0.5,0.025464325341176236,-0.003320235242786629
act_comm,9102,ID,left,L3,3,0.0,0.02299470815030478,-0.005789852433658083
act_comm,9102,ID,left,L4,4,0.5,0.0520190239171623,0.023234463333199437
act_comm,9102,ID,left,L4,4,0.0,0.11874152030796634,0.08995695972400347
act_comm,9102,ID,right,intact,0,1.0,0.025815139788225454,0.0
act_comm,9102,ID,right,L1,1,0.5,0.08059656031561985,0.05478142052739439
act_comm,9102,ID,right,L1,1,0.0,0.2536240234771545,0.22780888368892907
act_comm,9102,ID,right,L2,2,0.5,0.03989605211380292,0.014080912325577465
act_comm,9102,ID,right,L2,2,0.0,0.14031267592222135,0.1144975361339959
act_comm,9102,ID,right,L3,3,0.5,0.03295654205638744,0.007141402268161987
act_comm,9102,ID,right,L3,3,0.0,0.05589601725588345,0.030080877467657998
act_comm,9102,ID,right,L4,4,0.5,0.028574411970556907,0.002759272182331452
act_comm,9102,ID,right,L4,4,0.0,0.04361290019445179,0.017797760406226337
act_comm,9102,OOS,s_lr,intact,0,1.0,0.021542128336067997,0.0
act_comm,9102,OOS,s_lr,L1,1,0.5,0.04128678784780905,0.019744659511741054
act_comm,9102,OOS,s_lr,L1,1,0.0,0.17218088872436912,0.15063876038830112
act_comm,9102,OOS,s_lr,L2,2,0.5,0.04078181793334672,0.01923968959727872
act_comm,9102,OOS,s_lr,L2,2,0.0,0.12994560992203877,0.10840348158597077
act_comm,9102,OOS,s_lr,L3,3,0.5,0.020983165363323696,-0.0005589629727443014
act_comm,9102,OOS,s_lr,L3,3,0.0,0.030495361368642268,0.008953233032574271
act_comm,9102,OOS,s_lr,L4,4,0.5,0.03392655240846432,0.01238442407239632
act_comm,9102,OOS,s_lr,L4,4,0.0,0.07171618482461034,0.05017405648854234
act_comm,9102,OOS,s_rl,intact,0,1.0,0.02212922413194641,0.0
act_comm,9102,OOS,s_rl,L1,1,0.5,0.054448387046056756,0.03231916291411034
act_comm,9102,OOS,s_rl,L1,1,0.0,0.20351925751184463,0.18139003337989823
act_comm,9102,OOS,s_rl,L2,2,0.5,0.03718154517830775,0.015052321046361335
act_comm,9102,OOS,s_rl,L2,2,0.0,0.12013820484059734,0.09800898070865093
act_comm,9102,OOS,s_rl,L3,3,0.5,0.02294505234683525,0.000815828214888837
act_comm,9102,OOS,s_rl,L3,3,0.0,0.028058492974259358,0.0059292688423129465
act_comm,9102,OOS,s_rl,L4,4,0.5,0.03408424392334403,0.011955019791397622
act_comm,9102,OOS,s_rl,L4,4,0.0,0.07583209797234614,0.05370287384039972
act_comm,9102,OOS,sine,intact,0,1.0,0.013501295664923165,0.0
act_comm,9102,OOS,sine,L1,1,0.5,0.03292322038171746,0.019421924716794294
act_comm,9102,OOS,sine,L1,1,0.0,0.16035932494501165,0.14685802928008848
act_comm,9102,OOS,sine,L2,2,0.5,0.033711689603996974,0.02021039393907381
act_comm,9102,OOS,sine,L2,2,0.0,0.12958592775189298,0.11608463208696981
act_comm,9102,OOS,sine,L3,3,0.5,0.013478634701519523,-2.266096340364232e-05
act_comm,9102,OOS,sine,L3,3,0.0,0.020383180621295596,0.0068818849563724305
act_comm,9102,OOS,sine,L4,4,0.5,0.024834351454464654,0.01133305578954149
act_comm,9102,OOS,sine,L4,4,0.0,0.059674315928927205,0.046173020264004036
act_comm,9102,OOS,chirp,intact,0,1.0,0.02402882602339026,0.0
act_comm,9102,OOS,chirp,L1,1,0.5,0.03967663249280647,0.01564780646941621
act_comm,9102,OOS,chirp,L1,1,0.0,0.16089807242309342,0.13686924639970316
act_comm,9102,OOS,chirp,L2,2,0.5,0.047110574432033044,0.023081748408642782
act_comm,9102,OOS,chirp,L2,2,0.0,0.14176021716916226,0.117731391145772
act_comm,9102,OOS,chirp,L3,3,0.5,0.02422970968280911,0.0002008836594188483
act_comm,9102,OOS,chirp,L3,3,0.0,0.030147957366076828,0.0061191313426865665
act_comm,9102,OOS,chirp,L4,4,0.5,0.03644728690515774,0.012418460881767481
act_comm,9102,OOS,chirp,L4,4,0.0,0.07341119014615403,0.04938236412276377
act_comm,9102,OOS,left,intact,0,1.0,0.05769085762962556,0.0
act_comm,9102,OOS,left,L1,1,0.5,0.06298610459022708,0.0052952469606015184
act_comm,9102,OOS,left,L1,1,0.0,0.1925204165274591,0.13482955889783355
act_comm,9102,OOS,left,L2,2,0.5,0.0788620329034863,0.02117117527386074
act_comm,9102,OOS,left,L2,2,0.0,0.14610158036539167,0.08841072273576611
act_comm,9102,OOS,left,L3,3,0.5,0.05503010878306169,-0.002660748846563865
act_comm,9102,OOS,left,L3,3,0.0,0.05847100783389928,0.0007801502042737232
act_comm,9102,OOS,left,L4,4,0.5,0.10523019071058422,0.04753933308095866
act_comm,9102,OOS,left,L4,4,0.0,0.21883506274275158,0.16114420511312602
act_comm,9102,OOS,right,intact,0,1.0,0.03796565734004131,0.0
act_comm,9102,OOS,right,L1,1,0.5,0.082083536172811,0.04411787883276969
act_comm,9102,OOS,right,L1,1,0.0,0.23024212090523907,0.19227646356519776
act_comm,9102,OOS,right,L2,2,0.5,0.037531866040339576,-0.0004337912997017315
act_comm,9102,OOS,right,L2,2,0.0,0.11582788941442852,0.07786223207438722
act_comm,9102,OOS,right,L3,3,0.5,0.04302478692047048,0.0050591295804291725
act_comm,9102,OOS,right,L3,3,0.0,0.06061439094701507,0.02264873360697376
act_comm,9102,OOS,right,L4,4,0.5,0.03550139764248196,-0.002464259697559347
act_comm,9102,OOS,right,L4,4,0.0,0.03817905765151031,0.00021340031146900584
act_comm,9103,ID,straight,intact,0,1.0,0.0014855107130466204,0.0
act_comm,9103,ID,straight,L1,1,0.5,0.009502293288105609,0.008016782575058988
act_comm,9103,ID,straight,L1,1,0.0,0.039187589655959275,0.03770207894291266
act_comm,9103,ID,straight,L2,2,0.5,0.004203125521335136,0.0027176148082885153
act_comm,9103,ID,straight,L2,2,0.0,0.030205251875890647,0.028719741162844026
act_comm,9103,ID,straight,L3,3,0.5,0.02943447430888939,0.027948963595842768
act_comm,9103,ID,straight,L3,3,0.0,0.23919304790326532,0.2377075371902187
act_comm,9103,ID,straight,L4,4,0.5,0.03617641304442403,0.034690902331377414
act_comm,9103,ID,straight,L4,4,0.0,0.20475255706920698,0.20326704635616036
act_comm,9103,ID,left,intact,0,1.0,0.017917694797359374,0.0
act_comm,9103,ID,left,L1,1,0.5,0.0209586536743951,0.003040958877035725
act_comm,9103,ID,left,L1,1,0.0,0.03765856097652928,0.019740866179169907
act_comm,9103,ID,left,L2,2,0.5,0.026077317303509207,0.008159622506149832
act_comm,9103,ID,left,L2,2,0.0,0.05961105592328456,0.041693361125925185
act_comm,9103,ID,left,L3,3,0.5,0.044374685628254106,0.02645699083089473
act_comm,9103,ID,left,L3,3,0.0,0.26966880276541383,0.25175110796805444
act_comm,9103,ID,left,L4,4,0.5,0.07211513349737278,0.05419743870001341
act_comm,9103,ID,left,L4,4,0.0,0.265897098988257,0.2479794041908976
act_comm,9103,ID,right,intact,0,1.0,0.01951313085078977,0.0
act_comm,9103,ID,right,L1,1,0.5,0.032860784208545823,0.013347653357756055
act_comm,9103,ID,right,L1,1,0.0,0.07841487950629891,0.058901748655509144
act_comm,9103,ID,right,L2,2,0.5,0.015587737238029873,-0.003925393612759896
act_comm,9103,ID,right,L2,2,0.0,0.03449166356410946,0.01497853271331969
act_comm,9103,ID,right,L3,3,0.5,0.049014608333562776,0.029501477482773007
act_comm,9103,ID,right,L3,3,0.0,0.24787374344905486,0.2283606125982651
act_comm,9103,ID,right,L4,4,0.5,0.03260587487740354,0.01309274402661377
act_comm,9103,ID,right,L4,4,0.0,0.1757082775109038,0.15619514666011403
act_comm,9103,OOS,s_lr,intact,0,1.0,0.020955523401224734,0.0
act_comm,9103,OOS,s_lr,L1,1,0.5,0.025409586528972003,0.004454063127747269
act_comm,9103,OOS,s_lr,L1,1,0.0,0.054207292398762756,0.033251768997538025
act_comm,9103,OOS,s_lr,L2,2,0.5,0.024311841683406124,0.00335631828218139
act_comm,9103,OOS,s_lr,L2,2,0.0,0.05168116487307355,0.03072564147184882
act_comm,9103,OOS,s_lr,L3,3,0.5,0.04658803210822825,0.025632508707003513
act_comm,9103,OOS,s_lr,L3,3,0.0,0.2685646296109889,0.2476091062097642
