regime,seed,task,cc_gain,cc_mode,limb_condition,always_late_path_error,disrupted_late_path_error,retention_ratio
capacity,9103,s_rl,1.0,delayed,L4 slip,0.40324130503667527,0.4250571994705835,0.9486753913094983
capacity,9103,s_rl,1.0,noisy,intact,0.3595793882661982,0.42666687836310846,0.8427637731002487
capacity,9103,s_rl,1.0,noisy,L4 failure,0.7917236042376379,0.9085562925919792,0.8714084209124405
capacity,9103,s_rl,1.0,noisy,L4 slip,0.40324130503667527,0.5249833407890316,0.7681030495760449
capacity,9103,s_rl,1.0,stuck,intact,0.3595793882661982,0.4947638984628231,0.7267696559578654
capacity,9103,s_rl,1.0,stuck,L4 failure,0.7917236042376379,0.9997524738037576,0.7919196250901661
capacity,9103,s_rl,1.0,stuck,L4 slip,0.40324130503667527,0.5485829766528791,0.7350598217556974
capacity,9103,sine,0.0,dropout,intact,0.7304954359149018,0.7304954359149018,1.0
capacity,9103,sine,0.0,dropout,L4 failure,1.047459674973689,1.047459674973689,1.0
capacity,9103,sine,0.0,dropout,L4 slip,0.7714701227375234,0.7714701227375234,1.0
capacity,9103,sine,0.0,intermittent,intact,0.7304954359149018,0.7304954359149018,1.0
capacity,9103,sine,0.0,intermittent,L4 failure,1.047459674973689,1.047459674973689,1.0
capacity,9103,sine,0.0,intermittent,L4 slip,0.7714701227375234,0.7714701227375234,1.0
capacity,9103,sine,0.0,delayed,intact,0.7304954359149018,0.7304954359149018,1.0
capacity,9103,sine,0.0,delayed,L4 failure,1.047459674973689,1.047459674973689,1.0
capacity,9103,sine,0.0,delayed,L4 slip,0.7714701227375234,0.7714701227375234,1.0
capacity,9103,sine,0.0,noisy,intact,0.7304954359149018,0.7304954359149018,1.0
capacity,9103,sine,0.0,noisy,L4 failure,1.047459674973689,1.047459674973689,1.0
capacity,9103,sine,0.0,noisy,L4 slip,0.7714701227375234,0.7714701227375234,1.0
capacity,9103,sine,0.0,stuck,intact,0.7304954359149018,0.7304954359149018,1.0
capacity,9103,sine,0.0,stuck,L4 failure,1.047459674973689,1.047459674973689,1.0
capacity,9103,sine,0.0,stuck,L4 slip,0.7714701227375234,0.7714701227375234,1.0
capacity,9103,sine,0.025,dropout,intact,0.5878403388846956,0.6176137260222736,0.9517928668306438
capacity,9103,sine,0.025,dropout,L4 failure,0.9078803519025552,0.9401142760629586,0.9657127596281234
capacity,9103,sine,0.025,dropout,L4 slip,0.6292060689935246,0.6593167999378899,0.9543304054330151
capacity,9103,sine,0.025,intermittent,intact,0.5878403388846956,0.6810760287291915,0.8631053128995556
capacity,9103,sine,0.025,intermittent,L4 failure,0.9078803519025552,1.0010139795217543,0.9069607123132339
capacity,9103,sine,0.025,intermittent,L4 slip,0.6292060689935246,0.7237303133642524,0.8693930009213889
capacity,9103,sine,0.025,delayed,intact,0.5878403388846956,0.5965363511171032,0.9854224940087505
capacity,9103,sine,0.025,delayed,L4 failure,0.9078803519025552,0.9165967818332899,0.9904904423586336
capacity,9103,sine,0.025,delayed,L4 slip,0.6292060689935246,0.637954709055394,0.9862864245099416
capacity,9103,sine,0.025,noisy,intact,0.5878403388846956,0.5826207740418772,1.0089587688516635
capacity,9103,sine,0.025,noisy,L4 failure,0.9078803519025552,0.9028640304559243,1.0055560098502294
capacity,9103,sine,0.025,noisy,L4 slip,0.6292060689935246,0.626052098437494,1.0050378723494455
capacity,9103,sine,0.025,stuck,intact,0.5878403388846956,0.5873036654920624,1.0009137920026152
capacity,9103,sine,0.025,stuck,L4 failure,0.9078803519025552,0.9117515206050062,0.9957541406677533
capacity,9103,sine,0.025,stuck,L4 slip,0.6292060689935246,0.6293209201454044,0.9998174998665971
capacity,9103,sine,0.05,dropout,intact,0.46829023731044395,0.5141726864494115,0.9107645148251533
capacity,9103,sine,0.05,dropout,L4 failure,0.7931932601295241,0.8433568547853479,0.9405191356764492
capacity,9103,sine,0.05,dropout,L4 slip,0.5105772488022724,0.5569207307801805,0.9167862149556073
capacity,9103,sine,0.05,intermittent,intact,0.46829023731044395,0.6341994664390858,0.7383958235408303
capacity,9103,sine,0.05,intermittent,L4 failure,0.7931932601295241,0.9573668651853801,0.8285154719407736
capacity,9103,sine,0.05,intermittent,L4 slip,0.5105772488022724,0.6785559818695364,0.7524467581813159
capacity,9103,sine,0.05,delayed,intact,0.46829023731044395,0.48165751375070015,0.9722473416096755
capacity,9103,sine,0.05,delayed,L4 failure,0.7931932601295241,0.8062572838783548,0.9837967060762681
capacity,9103,sine,0.05,delayed,L4 slip,0.5105772488022724,0.5239613586384433,0.9744559219577745
capacity,9103,sine,0.05,noisy,intact,0.46829023731044395,0.45890864267688125,1.0204432729330144
capacity,9103,sine,0.05,noisy,L4 failure,0.7931932601295241,0.7844663650389467,1.011124626216631
capacity,9103,sine,0.05,noisy,L4 slip,0.5105772488022724,0.5053653401287461,1.0103131502294924
capacity,9103,sine,0.05,stuck,intact,0.46829023731044395,0.46393720620575946,1.0093828023414744
capacity,9103,sine,0.05,stuck,L4 failure,0.7931932601295241,0.7960615962546822,0.9963968414772763
capacity,9103,sine,0.05,stuck,L4 slip,0.5105772488022724,0.5072686449542692,1.006522389824235
capacity,9103,sine,0.1,dropout,intact,0.3093727326131762,0.3382999509185144,0.9144923957961028
capacity,9103,sine,0.1,dropout,L4 failure,0.6286814489208888,0.6816082482557595,0.9223501190451983
capacity,9103,sine,0.1,dropout,L4 slip,0.34743312815625116,0.3836337630882221,0.9056375157375132
capacity,9103,sine,0.1,intermittent,intact,0.3093727326131762,0.5479038710158474,0.564647831451857
capacity,9103,sine,0.1,intermittent,L4 failure,0.6286814489208888,0.8781709665504795,0.7158986949778083
capacity,9103,sine,0.1,intermittent,L4 slip,0.34743312815625116,0.5957520649759713,0.5831840938230979
capacity,9103,sine,0.1,delayed,intact,0.3093727326131762,0.32243282672309387,0.9594951474307122
capacity,9103,sine,0.1,delayed,L4 failure,0.6286814489208888,0.6416720101263458,0.9797551381384095
capacity,9103,sine,0.1,delayed,L4 slip,0.34743312815625116,0.36092287888913316,0.9626242847934676
capacity,9103,sine,0.1,noisy,intact,0.3093727326131762,0.29810331523983485,1.0378037304424967
capacity,9103,sine,0.1,noisy,L4 failure,0.6286814489208888,0.6165319486506056,1.0197061973785377
capacity,9103,sine,0.1,noisy,L4 slip,0.34743312815625116,0.34272757156995093,1.0137297287310303
capacity,9103,sine,0.1,stuck,intact,0.3093727326131762,0.31324941469223394,0.987624295857451
capacity,9103,sine,0.1,stuck,L4 failure,0.6286814489208888,0.6242265972441438,1.0071365938209178
capacity,9103,sine,0.1,stuck,L4 slip,0.34743312815625116,0.34690173445821626,1.0015318277346317
capacity,9103,sine,0.2,dropout,intact,0.25384053196710044,0.23735052197179768,1.0694753475084504
capacity,9103,sine,0.2,dropout,L4 failure,0.4827960285379442,0.48626318064782376,0.9928698033331241
capacity,9103,sine,0.2,dropout,L4 slip,0.27030227883072067,0.25395054525348504,1.064389440711434
capacity,9103,sine,0.2,intermittent,intact,0.25384053196710044,0.4055934703425895,0.625849651259649
capacity,9103,sine,0.2,intermittent,L4 failure,0.4827960285379442,0.7499162995501946,0.643799886504039
capacity,9103,sine,0.2,intermittent,L4 slip,0.27030227883072067,0.4602174206948879,0.5873360430871738
capacity,9103,sine,0.2,delayed,intact,0.25384053196710044,0.2690866000404817,0.943341407297548
capacity,9103,sine,0.2,delayed,L4 failure,0.4827960285379442,0.48678788196236794,0.9917996039500171
capacity,9103,sine,0.2,delayed,L4 slip,0.27030227883072067,0.28433003145784025,0.950663837529946
capacity,9103,sine,0.2,noisy,intact,0.25384053196710044,0.2543616728004089,0.9979511817658261
capacity,9103,sine,0.2,noisy,L4 failure,0.4827960285379442,0.4760845048170167,1.0140973370336996
capacity,9103,sine,0.2,noisy,L4 slip,0.27030227883072067,0.2762152807471564,0.9785927777042559
capacity,9103,sine,0.2,stuck,intact,0.25384053196710044,0.34213164283986264,0.7419381903997475
capacity,9103,sine,0.2,stuck,L4 failure,0.4827960285379442,0.4920939376292773,0.9811054183351111
capacity,9103,sine,0.2,stuck,L4 slip,0.27030227883072067,0.3479160628892478,0.776918077843293
capacity,9103,sine,0.4,dropout,intact,0.28592274375258675,0.46263184587021655,0.6180351532323987
capacity,9103,sine,0.4,dropout,L4 failure,0.42592170346607683,0.47647489742775273,0.8939016635827258
capacity,9103,sine,0.4,dropout,L4 slip,0.2792986010552611,0.44811580778379384,0.6232732615181846
capacity,9103,sine,0.4,intermittent,intact,0.28592274375258675,0.27381177518397254,1.0442309997825219
capacity,9103,sine,0.4,intermittent,L4 failure,0.42592170346607683,0.5938073195121878,0.7172725722141168
capacity,9103,sine,0.4,intermittent,L4 slip,0.2792986010552611,0.32102430316922625,0.8700232296993113
capacity,9103,sine,0.4,delayed,intact,0.28592274375258675,0.3356163220449039,0.8519333684680914
capacity,9103,sine,0.4,delayed,L4 failure,0.42592170346607683,0.4269726018012844,0.9975387218505963
capacity,9103,sine,0.4,delayed,L4 slip,0.2792986010552611,0.3245587766764021,0.8605486005196921
capacity,9103,sine,0.4,noisy,intact,0.28592274375258675,0.29482945193005083,0.9697903037869594
capacity,9103,sine,0.4,noisy,L4 failure,0.42592170346607683,0.44186071174156716,0.9639275277209696
capacity,9103,sine,0.4,noisy,L4 slip,0.2792986010552611,0.29325028028612604,0.952423986714515
capacity,9103,sine,0.4,stuck,intact,0.28592274375258675,0.5034479416793658,0.5679291145750364
capacity,9103,sine,0.4,stuck,L4 failure,0.42592170346607683,0.49330802404837576,0.8633990989457516
capacity,9103,sine,0.4,stuck,L4 slip,0.2792986010552611,0.4850991398907588,0.5757557127768921
capacity,9103,sine,1.0,dropout,intact,0.09160492729740274,0.6403679502431563,0.14305045601145266
capacity,9103,sine,1.0,dropout,L4 failure,0.4669043071846909,0.5574397344245291,0.8375870580282511
capacity,9103,sine,1.0,dropout,L4 slip,0.11638803239943615,0.6072937633698513,0.19165030075988784
capacity,9103,sine,1.0,intermittent,intact,0.09160492729740274,0.30791441227580063,0.29750126543395344
capacity,9103,sine,1.0,intermittent,L4 failure,0.4669043071846909,0.49780045892337077,0.937934666019591
capacity,9103,sine,1.0,intermittent,L4 slip,0.11638803239943615,0.3235475880127392,0.3597246176808265
capacity,9103,sine,1.0,delayed,intact,0.09160492729740274,0.139554637415859,0.6564090523515111
capacity,9103,sine,1.0,delayed,L4 failure,0.4669043071846909,0.45708995202236996,1.0214713868001206
capacity,9103,sine,1.0,delayed,L4 slip,0.11638803239943615,0.1259367892818092,0.9241781775061315
capacity,9103,sine,1.0,noisy,intact,0.09160492729740274,0.18620154545756734,0.49196652515581935
capacity,9103,sine,1.0,noisy,L4 failure,0.4669043071846909,0.6254543825533556,0.7465041739392732
capacity,9103,sine,1.0,noisy,L4 slip,0.11638803239943615,0.31256290169859324,0.3723667516744198
capacity,9103,sine,1.0,stuck,intact,0.09160492729740274,0.2015250766618041,0.4545584540386135
capacity,9103,sine,1.0,stuck,L4 failure,0.4669043071846909,0.4628377459811004,1.008786148577771
capacity,9103,sine,1.0,stuck,L4 slip,0.11638803239943615,0.1561863927953617,0.7451867625365413
capacity,9103,chirp,0.0,dropout,intact,0.9181092983911906,0.9181092983911906,1.0
capacity,9103,chirp,0.0,dropout,L4 failure,1.0955158064316115,1.0955158064316115,1.0
capacity,9103,chirp,0.0,dropout,L4 slip,0.9743787217653243,0.9743787217653243,1.0
capacity,9103,chirp,0.0,intermittent,intact,0.9181092983911906,0.9181092983911906,1.0
capacity,9103,chirp,0.0,intermittent,L4 failure,1.0955158064316115,1.0955158064316115,1.0
capacity,9103,chirp,0.0,intermittent,L4 slip,0.9743787217653243,0.9743787217653243,1.0
capacity,9103,chirp,0.0,delayed,intact,0.9181092983911906,0.9181092983911906,1.0
capacity,9103,chirp,0.0,delayed,L4 failure,1.0955158064316115,1.0955158064316115,1.0
capacity,9103,chirp,0.0,delayed,L4 slip,0.9743787217653243,0.9743787217653243,1.0
capacity,9103,chirp,0.0,noisy,intact,0.9181092983911906,0.9181092983911906,1.0
capacity,9103,chirp,0.0,noisy,L4 failure,1.0955158064316115,1.0955158064316115,1.0
capacity,9103,chirp,0.0,noisy,L4 slip,0.9743787217653243,0.9743787217653243,1.0
capacity,9103,chirp,0.0,stuck,intact,0.9181092983911906,0.9181092983911906,1.0
capacity,9103,chirp,0.0,stuck,L4 failure,1.0955158064316115,1.0955158064316115,1.0
capacity,9103,chirp,0.0,stuck,L4 slip,0.9743787217653243,0.9743787217653243,1.0
capacity,9103,chirp,0.025,dropout,intact,0.7572470067056427,0.8018569311188442,0.9443667284250366
capacity,9103,chirp,0.025,dropout,L4 failure,0.9378952557317481,0.981812488023939,0.9552692262240609
capacity,9103,chirp,0.025,dropout,L4 slip,0.8115089686028437,0.8574693719789268,0.9463999474756603
capacity,9103,chirp,0.025,intermittent,intact,0.7572470067056427,0.8623748511294632,0.8780949557073316
capacity,9103,chirp,0.025,intermittent,L4 failure,0.9378952557317481,1.0426321168497954,0.8995457175878115
capacity,9103,chirp,0.025,intermittent,L4 slip,0.8115089686028437,0.9192976743286781,0.8827488541134973
capacity,9103,chirp,0.025,delayed,intact,0.7572470067056427,0.7683716979688687,0.9855217321348075
capacity,9103,chirp,0.025,delayed,L4 failure,0.9378952557317481,0.9489712842593528,0.9883283838917747
capacity,9103,chirp,0.025,delayed,L4 slip,0.8115089686028437,0.8228766632900401,0.9861854209818689
capacity,9103,chirp,0.025,noisy,intact,0.7572470067056427,0.7516880443842893,1.007395304957799
capacity,9103,chirp,0.025,noisy,L4 failure,0.9378952557317481,0.9325027128205001,1.0057828710170047
capacity,9103,chirp,0.025,noisy,L4 slip,0.8115089686028437,0.8080484191747657,1.0042826015693616
capacity,9103,chirp,0.025,stuck,intact,0.7572470067056427,0.7580153652781902,0.9989863548844217
capacity,9103,chirp,0.025,stuck,L4 failure,0.9378952557317481,0.9416933721670327,0.9959667163988376
capacity,9103,chirp,0.025,stuck,L4 slip,0.8115089686028437,0.8130968121666011,0.998047165429752
capacity,9103,chirp,0.05,dropout,intact,0.6211782053916665,0.6948567188187325,0.8939658904754916
capacity,9103,chirp,0.05,dropout,L4 failure,0.8071950527534231,0.8785360240556581,0.9187956220931068
capacity,9103,chirp,0.05,dropout,L4 slip,0.6743966646693027,0.7501263269397223,0.8990441215689995
capacity,9103,chirp,0.05,intermittent,intact,0.6211782053916665,0.8094396168417525,0.7674175966520655
capacity,9103,chirp,0.05,intermittent,L4 failure,0.8071950527534231,0.9927665810309912,0.8130763748263449
capacity,9103,chirp,0.05,intermittent,L4 slip,0.6743966646693027,0.8670631127957062,0.7777942051932282
capacity,9103,chirp,0.05,delayed,intact,0.6211782053916665,0.6390248805006261,0.9720720183931209
capacity,9103,chirp,0.05,delayed,L4 failure,0.8071950527534231,0.8245292141818987,0.9789768984162984
capacity,9103,chirp,0.05,delayed,L4 slip,0.6743966646693027,0.6925642630080457,0.9737676352807537
capacity,9103,chirp,0.05,noisy,intact,0.6211782053916665,0.6112587777743792,1.016227869403208
capacity,9103,chirp,0.05,noisy,L4 failure,0.8071950527534231,0.797881082084254,1.0116733820093073
capacity,9103,chirp,0.05,noisy,L4 slip,0.6743966646693027,0.668700440201393,1.0085183501093467
capacity,9103,chirp,0.05,stuck,intact,0.6211782053916665,0.6184795033356997,1.0043634462280668
capacity,9103,chirp,0.05,stuck,L4 failure,0.8071950527534231,0.8097990082274624,0.9967844422534685
capacity,9103,chirp,0.05,stuck,L4 slip,0.6743966646693027,0.6730561236722682,1.0019917224580328
capacity,9103,chirp,0.1,dropout,intact,0.4226142052846969,0.5086143052736962,0.8309129352098722
capacity,9103,chirp,0.1,dropout,L4 failure,0.6196444408612004,0.7032638784900864,0.8810980626384257
capacity,9103,chirp,0.1,dropout,L4 slip,0.4749809838496991,0.5641808351015751,0.8418949285368468
capacity,9103,chirp,0.1,intermittent,intact,0.4226142052846969,0.7117767964410371,0.5937454092319597
capacity,9103,chirp,0.1,intermittent,L4 failure,0.6196444408612004,0.9019233075823052,0.6870256435907158
capacity,9103,chirp,0.1,intermittent,L4 slip,0.4749809838496991,0.7709824334441084,0.6160723814781084
capacity,9103,chirp,0.1,delayed,intact,0.4226142052846969,0.4440102821445396,0.9518117536456564
capacity,9103,chirp,0.1,delayed,L4 failure,0.6196444408612004,0.6392636122323645,0.9693097323299035
capacity,9103,chirp,0.1,delayed,L4 slip,0.4749809838496991,0.49664209091789,0.9563848746123048
capacity,9103,chirp,0.1,noisy,intact,0.4226142052846969,0.40872584755703745,1.0339796413920734
capacity,9103,chirp,0.1,noisy,L4 failure,0.6196444408612004,0.6071685001585776,1.0205477403708598
capacity,9103,chirp,0.1,noisy,L4 slip,0.4749809838496991,0.46924850427568554,1.01221629802073
capacity,9103,chirp,0.1,stuck,intact,0.4226142052846969,0.4201301782827211,1.0059125174300243
capacity,9103,chirp,0.1,stuck,L4 failure,0.6196444408612004,0.616594856469275,1.0049458479257964
capacity,9103,chirp,0.1,stuck,L4 slip,0.4749809838496991,0.47144373541383766,1.0075030129157543
capacity,9103,chirp,0.2,dropout,intact,0.32900018650354274,0.27935036890034814,1.1777331377747564
capacity,9103,chirp,0.2,dropout,L4 failure,0.47339889054947426,0.48178775007878,0.9825880597256074
capacity,9103,chirp,0.2,dropout,L4 slip,0.35970807568854857,0.32796762067591967,1.0967792337158586
capacity,9103,chirp,0.2,intermittent,intact,0.32900018650354274,0.5485846771848154,0.5997254392738065
capacity,9103,chirp,0.2,intermittent,L4 failure,0.47339889054947426,0.7543936571815294,0.6275223632156819
capacity,9103,chirp,0.2,intermittent,L4 slip,0.35970807568854857,0.6117357212149448,0.5880122137941303
capacity,9103,chirp,0.2,delayed,intact,0.32900018650354274,0.34789515684898775,0.9456877453639091
capacity,9103,chirp,0.2,delayed,L4 failure,0.47339889054947426,0.4869313820711728,0.9722086272933615
capacity,9103,chirp,0.2,delayed,L4 slip,0.35970807568854857,0.378653722871544,0.949965770732901
capacity,9103,chirp,0.2,noisy,intact,0.32900018650354274,0.32711863915694817,1.0057518805759393
capacity,9103,chirp,0.2,noisy,L4 failure,0.47339889054947426,0.46879959600627846,1.0098107903299776
capacity,9103,chirp,0.2,noisy,L4 slip,0.35970807568854857,0.3651398780598837,0.9851240505414084
capacity,9103,chirp,0.2,stuck,intact,0.32900018650354274,0.4334698346912842,0.7589921147289421
capacity,9103,chirp,0.2,stuck,L4 failure,0.47339889054947426,0.516620510943146,0.916337776998505
capacity,9103,chirp,0.2,stuck,L4 slip,0.35970807568854857,0.45356929038213706,0.7930609133292305
capacity,9103,chirp,0.4,dropout,intact,0.39311939617184694,0.42088586451660415,0.9340285082354867
capacity,9103,chirp,0.4,dropout,L4 failure,0.45981367274279633,0.4675619796716181,0.9834282784621119
capacity,9103,chirp,0.4,dropout,L4 slip,0.4029416701459563,0.42195209614437895,0.9549464828540207
capacity,9103,chirp,0.4,intermittent,intact,0.39311939617184694,0.36406894431950887,1.0797938201145858
capacity,9103,chirp,0.4,intermittent,L4 failure,0.45981367274279633,0.5811249458913897,0.7912475208536891
capacity,9103,chirp,0.4,intermittent,L4 slip,0.4029416701459563,0.42869358184442363,0.9399293276384695
capacity,9103,chirp,0.4,delayed,intact,0.39311939617184694,0.44055445455314757,0.8923287282853289
capacity,9103,chirp,0.4,delayed,L4 failure,0.45981367274279633,0.4878052497398871,0.9426173108796662
capacity,9103,chirp,0.4,delayed,L4 slip,0.4029416701459563,0.4486817770744464,0.8980566867976436
capacity,9103,chirp,0.4,noisy,intact,0.39311939617184694,0.3951303054963876,0.9949107691903954
capacity,9103,chirp,0.4,noisy,L4 failure,0.45981367274279633,0.47128460775446224,0.9756602808092509
capacity,9103,chirp,0.4,noisy,L4 slip,0.4029416701459563,0.4137824384352391,0.9738008013818124
capacity,9103,chirp,0.4,stuck,intact,0.39311939617184694,0.6841816549790863,0.5745833629284661
capacity,9103,chirp,0.4,stuck,L4 failure,0.45981367274279633,0.652570397582432,0.7046192632185911
capacity,9103,chirp,0.4,stuck,L4 slip,0.4029416701459563,0.6877645783764988,0.5858715072199842
capacity,9103,chirp,1.0,dropout,intact,0.2381575476647678,0.6865112398576473,0.34690990305439334
capacity,9103,chirp,1.0,dropout,L4 failure,0.39360187467985264,0.6378782235456342,0.6170486154740069
capacity,9103,chirp,1.0,dropout,L4 slip,0.2430791602928452,0.6753355538710057,0.359938343094069
capacity,9103,chirp,1.0,intermittent,intact,0.2381575476647678,0.41274457974543993,0.5770095098805449
capacity,9103,chirp,1.0,intermittent,L4 failure,0.39360187467985264,0.5275306569289422,0.7461213287038793
capacity,9103,chirp,1.0,intermittent,L4 slip,0.2430791602928452,0.44767715479666076,0.5429787017013501
capacity,9103,chirp,1.0,delayed,intact,0.2381575476647678,0.2774644789562452,0.8583352671327852
capacity,9103,chirp,1.0,delayed,L4 failure,0.39360187467985264,0.4028062928490671,0.9771492691831818
capacity,9103,chirp,1.0,delayed,L4 slip,0.2430791602928452,0.2742703600490156,0.886275718052085
capacity,9103,chirp,1.0,noisy,intact,0.2381575476647678,0.2727496706689526,0.8731726314486712
capacity,9103,chirp,1.0,noisy,L4 failure,0.39360187467985264,0.537463037494264,0.7323329182131028
capacity,9103,chirp,1.0,noisy,L4 slip,0.2430791602928452,0.3895909538048438,0.6239343031938309
capacity,9103,chirp,1.0,stuck,intact,0.2381575476647678,0.669839516623821,0.3555441889501363
capacity,9103,chirp,1.0,stuck,L4 failure,0.39360187467985264,0.533731451795205,0.7374530269032737
capacity,9103,chirp,1.0,stuck,L4 slip,0.2430791602928452,0.664755294886687,0.3656671291866581
capacity,9104,straight,0.0,dropout,intact,0.7914155417992383,0.7914155417992383,1.0
capacity,9104,straight,0.0,dropout,L4 failure,3.826148351596186,3.826148351596186,1.0
capacity,9104,straight,0.0,dropout,L4 slip,1.3840550043714195,1.3840550043714195,1.0
capacity,9104,straight,0.0,intermittent,intact,0.7914155417992383,0.7914155417992383,1.0
capacity,9104,straight,0.0,intermittent,L4 failure,3.826148351596186,3.826148351596186,1.0
capacity,9104,straight,0.0,intermittent,L4 slip,1.3840550043714195,1.3840550043714195,1.0
capacity,9104,straight,0.0,delayed,intact,0.7914155417992383,0.7914155417992383,1.0
capacity,9104,straight,0.0,delayed,L4 failure,3.826148351596186,3.826148351596186,1.0
capacity,9104,straight,0.0,delayed,L4 slip,1.3840550043714195,1.3840550043714195,1.0
capacity,9104,straight,0.0,noisy,intact,0.7914155417992383,0.7914155417992383,1.0
capacity,9104,straight,0.0,noisy,L4 failure,3.826148351596186,3.826148351596186,1.0
capacity,9104,straight,0.0,noisy,L4 slip,1.3840550043714195,1.3840550043714195,1.0
capacity,9104,straight,0.0,stuck,intact,0.7914155417992383,0.7914155417992383,1.0
capacity,9104,straight,0.0,stuck,L4 failure,3.826148351596186,3.826148351596186,1.0
capacity,9104,straight,0.0,stuck,L4 slip,1.3840550043714195,1.3840550043714195,1.0
capacity,9104,straight,0.025,dropout,intact,0.7747188119423177,0.7772081056833029,0.9967971335826501
capacity,9104,straight,0.025,dropout,L4 failure,3.7426737269514296,3.8305141112529357,0.9770682520021381
capacity,9104,straight,0.025,dropout,L4 slip,1.3669385295324161,1.398296247725738,0.9775743385964715
capacity,9104,straight,0.025,intermittent,intact,0.7747188119423177,0.7843595312696048,0.9877088006928633
capacity,9104,straight,0.025,intermittent,L4 failure,3.7426737269514296,3.7991577473582767,0.9851324887875154
capacity,9104,straight,0.025,intermittent,L4 slip,1.3669385295324161,1.3782270980832645,0.9918093552459187
capacity,9104,straight,0.025,delayed,intact,0.7747188119423177,0.7755343298671743,0.9989484438103517
capacity,9104,straight,0.025,delayed,L4 failure,3.7426737269514296,3.755684502547119,0.9965357112433525
capacity,9104,straight,0.025,delayed,L4 slip,1.3669385295324161,1.3718594815682548,0.9964129328827372
capacity,9104,straight,0.025,noisy,intact,0.7747188119423177,0.7769369381703214,0.9971450369791565
capacity,9104,straight,0.025,noisy,L4 failure,3.7426737269514296,3.740208319000294,1.0006591632713642
capacity,9104,straight,0.025,noisy,L4 slip,1.3669385295324161,1.3636175471478615,1.002435420687788
capacity,9104,straight,0.025,stuck,intact,0.7747188119423177,0.7747882353508574,0.9999103969247698
capacity,9104,straight,0.025,stuck,L4 failure,3.7426737269514296,3.7841315930132025,0.989044285315469
capacity,9104,straight,0.025,stuck,L4 slip,1.3669385295324161,1.3866576135611715,0.9857794138683497
capacity,9104,straight,0.05,dropout,intact,0.7678998167591232,0.7690843045447816,0.9984598726320913
capacity,9104,straight,0.05,dropout,L4 failure,3.6553160232260886,3.8311102040070857,0.9541140370754336
capacity,9104,straight,0.05,dropout,L4 slip,1.3471462743249025,1.4088244956099234,0.9562200817225864
capacity,9104,straight,0.05,intermittent,intact,0.7678998167591232,0.7789118175032962,0.9858623267785684
capacity,9104,straight,0.05,intermittent,L4 failure,3.6553160232260886,3.7712838615472557,0.9692497720726891
capacity,9104,straight,0.05,intermittent,L4 slip,1.3471462743249025,1.3720111674284474,0.9818770475825288
capacity,9104,straight,0.05,delayed,intact,0.7678998167591232,0.7685826266251221,0.9991115986201807
capacity,9104,straight,0.05,delayed,L4 failure,3.6553160232260886,3.681219771479371,0.9929632703665305
capacity,9104,straight,0.05,delayed,L4 slip,1.3471462743249025,1.356488163116069,0.9931131807521957
capacity,9104,straight,0.05,noisy,intact,0.7678998167591232,0.7705505487870642,0.9965599505027756
capacity,9104,straight,0.05,noisy,L4 failure,3.6553160232260886,3.651444629646349,1.0010602361455265
capacity,9104,straight,0.05,noisy,L4 slip,1.3471462743249025,1.342368972324283,1.003558859076091
capacity,9104,straight,0.05,stuck,intact,0.7678998167591232,0.7679177215450983,0.9999766839786702
capacity,9104,straight,0.05,stuck,L4 failure,3.6553160232260886,3.736736873376575,0.9782107081901881
capacity,9104,straight,0.05,stuck,L4 slip,1.3471462743249025,1.3832483780912346,0.9739004908025629
capacity,9104,straight,0.1,dropout,intact,0.7659867204851378,0.764149323420519,1.0024045000215327
capacity,9104,straight,0.1,dropout,L4 failure,3.476520545949583,3.8226929317886826,0.9094427954282163
capacity,9104,straight,0.1,dropout,L4 slip,1.3057069237022434,1.4200097102510425,0.9195056303322098
capacity,9104,straight,0.1,intermittent,intact,0.7659867204851378,0.7717286869705438,0.9925596047129642
capacity,9104,straight,0.1,intermittent,L4 failure,3.476520545949583,3.7132373641359093,0.9362505557892307
capacity,9104,straight,0.1,intermittent,L4 slip,1.3057069237022434,1.358712150862698,0.9609886265263767
capacity,9104,straight,0.1,delayed,intact,0.7659867204851378,0.7666055751074332,0.9991927339920419
capacity,9104,straight,0.1,delayed,L4 failure,3.476520545949583,3.525700818610919,0.9860509228685171
capacity,9104,straight,0.1,delayed,L4 slip,1.3057069237022434,1.3211506908662936,0.988310366659292
capacity,9104,straight,0.1,noisy,intact,0.7659867204851378,0.7685065898028565,0.9967210830054625
capacity,9104,straight,0.1,noisy,L4 failure,3.476520545949583,3.472121405411464,1.0012669892623176
capacity,9104,straight,0.1,noisy,L4 slip,1.3057069237022434,1.3021328520443343,1.0027447826481743
capacity,9104,straight,0.1,stuck,intact,0.7659867204851378,0.7680891514480584,0.9972627774276502
capacity,9104,straight,0.1,stuck,L4 failure,3.476520545949583,3.6304239812818353,0.9576073108469519
capacity,9104,straight,0.1,stuck,L4 slip,1.3057069237022434,1.3629978820756266,0.9579669498193657
capacity,9104,straight,0.2,dropout,intact,0.7675367492109031,0.7705124646272087,0.9961380048306613
capacity,9104,straight,0.2,dropout,L4 failure,3.1577179546518073,3.777627908551087,0.8358996786062376
capacity,9104,straight,0.2,dropout,L4 slip,1.2365450214257252,1.4127501469976655,0.8752750966287944
capacity,9104,straight,0.2,intermittent,intact,0.7675367492109031,0.7664348322666021,1.0014377177261662
