scenario,task,seed,capacity_late_path_error,sensor_comm_late_path_error,sensor_advantage,animation
intermittent CC + L4 intermittent slip,chirp,9105,1.4141604202919515,0.36268894598950785,1.0514714743024438,results/animations/v4_3d_large_slow_intermittent_cc_l4_slip_spacious.gif
